ads-1,5,3,7,8,78,2,57,74,56,106,60,47,34,49,6,85,10,28,71,55,8,8,6,56,52
adt-1,0.1,1,0.6,6,0.2,1,8,3,2,3,0.4,0.4,3,1,16,0.6,2,1,0.3,0.6,2,2,7,8,
adt-2,0.5,0.1,7,5,4,0.1,18,30,31,32,8,13,11,5,0.7,3,0.8,4,14,10,0.8,0.7,14,31,2
aex-1,0.8,0.1,4,3,3,1,6,1,1,1,0.6,0.1,6,0.2,0.5,3,2,0.2,0.4,2,0.5,,,,
aex-2,36,0.4,0.6,7,3,4,4,5,1,0.9,0.3,4,0.5,0.1,4,0.6,0.9,3,0.1,0.8,1,2,2,,
aex-3,26,0.2,49,39,31,0.7,27,7,13,5,1,2,13,23,0.5,29,0.7,13,2,12,3,9,2,6,9
aex-5,93,87,75,1,0.2,18,8,4,14,5,5,3,0.3,0.1,5,0.1,0.4,7,5,0.1,5,57,6,1,
aex-6,77,0.7,68,62,15,0.3,25,17,21,12,6,4,14,3,1,30,2,2,5,13,4,16,7,6,10
age-1,3,40,8,7,15,26,25,11,12,8,3,27,12,12,1,12,5,10,16,9,14,4,8,7,16
ags-3,420,5,37,66,30,7,125,14,19,7,5,10,22,31,13,25,24,34,6,20,21,17,72,5,30
agt-1,73,18,3,10,14,3,16,20,14,12,23,18,18,25,8,42,14,22,30,27,8,5,10,17,
agt-2,0.5,23,3,3,28,19,9,5,6,7,3,13,10,27,11,18,20,26,19,9,32,5,12,3,24
aha-1,22,6,18,20,67,9,36,18,21,12,5,9,18,67,18,47,29,52,7,19,24,30,31,11,37
ahr-1,0.1,0.3,0.3,6,15,0.3,10,4,4,0.8,0.6,0.3,5,14,1,9,1,9,0.5,3,2,2,2,1,4
aip-1,7,66,147,50,31,7,38,24,26,15,12,25,25,32,29,28,30,32,25,20,28,28,39,25,35
air-1,1,169,1,3,41,149,2,34,15,37,29,121,19,59,42,34,94,74,131,19,153,8,21,60,102
air-2,0.1,113,4,2,20,41,8,12,7,10,9,47,11,41,137,17,132,87,57,11,109,10,76,23,73
ajm-1,61,4,7,27,218,5,65,46,38,28,14,17,24,188,5,188,8,139,12,26,51,91,25,22,111
aka-1,6,146,11,11,37,37,22,26,29,26,9,56,33,45,4,32,17,42,71,33,22,14,18,25,39
akt-1,41,104,27,77,59,58,136,43,245,27,16,63,168,42,5,65,28,27,59,99,53,13,37,30,59
akt-2,44,0.9,13,42,14,2,79,16,44,10,3,6,34,11,2,24,5,8,5,25,7,12,14,8,9
alg-1,168,4,76,97,363,8,230,73,50,54,8,21,33,308,11,243,23,315,9,30,50,74,225,18,83
alg-2,32,23,38,15,64,52,44,23,15,18,5,57,8,101,35,49,113,130,9,12,144,33,123,6,145
alh-1,12,82,17,35,83,31,64,135,48,200,92,98,87,63,12,61,26,41,135,118,26,14,14,92,38
alh-2,0.2,23,51,13,0.1,,,,,,,,,,,,,,,,,,,,
alh-3,10,28,12,8,137,4,24,68,34,85,20,26,27,113,6,92,7,58,38,39,12,10,6,36,58
alh-4,20,47,22,22,52,20,88,67,79,79,28,73,53,44,16,47,36,37,61,47,43,13,32,67,48
alh-5,1,0.3,0.5,5,5,0.2,28,13,11,11,6,3,5,12,2,5,3,11,4,17,1,0.1,0.4,7,3
alh-6,16,42,34,10,27,7,24,32,43,66,28,31,34,20,6,23,9,15,49,33,13,20,17,21,22
alh-7,14,18,6,13,10,11,12,19,19,15,11,19,16,8,7,9,11,8,12,27,15,6,10,13,24
alh-8,526,79,91,455,76,40,2467,480,154,471,351,483,1048,155,111,105,120,165,289,654,91,51,314,193,163
alh-9,1,40,26,2,47,11,15,81,101,180,39,73,58,62,55,28,55,72,125,87,41,6,70,104,70
alh-10,0.4,1,13,2,15,0.9,7,13,4,15,6,8,4,37,5,10,8,30,12,10,4,2,3,22,17
alh-11,4,18,9,12,9,5,19,16,7,24,9,15,10,15,3,10,5,12,16,12,6,7,9,12,10
alh-12,3,2,11,15,11,1,65,62,27,88,45,25,36,8,18,19,29,14,57,21,17,2,3,25,14
aly-1,8,18,18,8,120,12,20,33,19,21,11,39,19,175,204,76,417,237,12,22,187,56,39,18,154
aly-2,0.9,401,33,10,67,294,14,42,33,56,42,245,50,65,76,63,233,96,166,42,509,11,51,57,299
aly-3,43,81,89,38,85,75,87,56,34,50,32,82,53,137,129,83,294,157,61,48,170,56,56,56,134
ama-1,36,83,70,28,42,70,46,38,38,31,8,98,31,54,12,44,78,67,31,47,115,18,104,12,100
amt-1,0.3,0.2,0.2,2,44,0.6,0.8,0.3,12,0.4,0.1,0.9,11,2,,,,,,,,,,,
amt-2,1,4,1,0.1,2,1,3,0.5,0.1,0.1,4,0.2,2,0.3,0.6,3,3,0.1,0.4,0.3,,,,,
amt-3,13,0.3,0.2,18,3,15,1,0.8,0.3,10,0.1,0.1,2,0.3,0.2,0.6,9,0.3,0.7,0.7,2,0.6,,,
amt-4,0.1,3,0.7,8,0.1,8,39,2,53,14,11,4,2,0.3,12,0.1,1,21,20,0.2,0.1,0.5,24,5,
amx-1,0.1,10,2,1,18,10,4,7,6,5,2,7,5,31,6,12,16,32,5,6,26,9,12,2,22
amx-2,6,0.3,6,5,2,0.2,20,16,18,17,9,6,11,8,2,12,0.9,9,9,11,2,0.7,8,20,7
amx-3,0.5,1,7,3,2,5,8,2,0.5,4,13,2,3,6,9,3,4,1,0.7,0.1,3,2,,,
anc-1,12,3,14,28,9,2,12,12,8,6,2,3,8,10,0.5,11,0.5,8,5,11,2,18,22,2,5
aos-1,3,118,14,4,44,57,6,20,21,39,21,38,26,50,56,32,99,49,81,27,78,15,17,20,45
apc-2,0.2,43,7,3,14,19,7,8,11,12,3,24,15,16,5,11,18,16,26,13,27,3,7,6,25
apc-10,59,0.8,4,14,0.4,3,10,9,3,24,20,3,7,4,18,3,30,17,21,0.6,9,9,13,,
apc-11,5,137,20,11,36,45,12,17,26,13,12,45,19,69,196,31,244,78,39,25,114,14,25,24,100
ape-1,12,97,13,21,128,82,46,54,41,25,16,74,31,87,14,108,51,89,38,35,77,62,101,29,116
aph-1,14,29,14,17,28,16,25,10,10,11,6,25,11,52,54,23,45,63,20,14,39,19,39,6,42
aph-2,0.2,27,6,1,24,12,3,15,14,13,4,13,14,46,22,18,35,56,18,16,25,10,10,5,24
apl-1,331,9,529,277,558,3,1087,243,316,195,70,117,214,482,28,631,40,515,62,229,158,306,213,196,356
apm-1,3,4,10,12,121,2,240,55,30,56,21,8,36,96,19,101,12,55,19,41,8,48,68,35,30
apn-1,20,2,2,10,15,8,6,13,12,6,20,16,23,9,9,22,20,33,14,17,5,2,12,22,
app-1,0.1,114,7,2,18,90,8,60,30,85,34,104,26,13,7,20,15,10,79,46,64,2,6,38,37
1-Apr,1,89,15,9,48,31,18,19,14,16,6,45,13,81,9,36,31,91,29,12,39,38,20,7,65
aps-2,52,20,83,31,134,25,34,43,39,46,36,40,16,183,142,98,122,171,37,19,85,63,49,65,154
apg-1,41,53,48,22,87,14,43,49,28,40,14,36,28,78,13,70,23,75,33,30,31,36,86,19,45
aps-1,20,73,62,24,77,16,35,48,53,50,40,45,29,128,199,50,164,152,58,41,46,31,46,80,124
apb-1,76,54,144,48,126,12,112,58,27,42,12,36,24,104,15,110,36,120,31,27,47,45,105,21,70
apa-2,115,17,139,42,107,12,44,48,26,33,9,25,22,94,12,102,36,96,11,26,58,42,54,21,65
apd-3,4,24,17,11,31,14,12,14,9,10,4,20,8,24,2,24,11,20,13,9,19,10,17,4,31
apb-3,4,32,19,13,55,25,27,28,21,20,7,37,26,60,7,54,31,65,29,27,30,22,19,13,52
apm-3,17,8,48,9,63,7,25,19,14,15,5,10,11,77,46,38,56,70,9,13,40,22,38,8,32
aps-3,4,79,10,2,31,55,2,17,17,16,18,31,12,48,870,31,146,48,33,16,108,15,10,182,59
apt-9,5,26,14,5,16,4,6,2,0.8,0.2,4,0.7,0.1,6,0.1,0.4,0.8,5,0.1,1,0.5,2,0.9,,
apx-1,0.1,12,0.7,0.7,9,45,0.8,3,3,3,3,49,2,5,2,7,5,5,16,3,35,0.6,28,14,16
aqp-1,0.1,0.6,0.2,3,4,0.5,22,43,9,46,17,22,3,2,0.5,10,0.6,33,16,0.1,0.1,16,2,,
aqp-2,51,0.1,193,265,3305,1,1685,238,573,91,32,31,357,2658,255,1424,201,3356,20,150,545,314,1779,43,1299
aqp-3,0.1,14,0.1,0.3,0.9,7,1,8,7,,,,,,,,,,,,,,,,
aqp-4,0.8,0.4,1,3,98,0.4,10,39,13,50,21,7,4,21,81,4,17,29,2,4,0.4,30,19,,
aqp-5,1,2,1,2,0.8,0.4,0.4,0.3,0.1,0.5,0.1,4,0.2,0.3,0.1,2,6,0.8,,,,,,,
aqp-6,0.4,2,1,5,1,19,0.5,0.8,0.5,13,2,1,3,2,2,0.9,10,0.7,0.4,1,12,2,,,
aqp-7,27,25,205,112,96,2,170,148,24,218,61,66,7,40,1,63,2,12,114,37,6,10,10,148,24
aqp-8,0.1,1,20,0.3,9,0.4,13,38,7,96,7,44,1,0.6,0.2,14,0.2,0.9,67,10,0.5,0.1,3,57,3
aqp-9,0.4,2,0.4,1,0.1,5,7,11,11,4,2,7,0.6,0.9,4,1,0.5,5,11,0.5,0.1,0.6,12,1,
aqp-10,1,8,9,6,103,7,36,69,28,102,45,22,16,168,289,82,216,238,41,29,44,36,41,47,96
aqp-11,0.9,8,3,1,62,4,6,41,28,66,46,25,18,83,55,42,48,83,51,37,23,8,28,40,33
arc-1,5,2,8,7,23,4,12,14,21,12,5,5,11,25,8,19,10,23,7,16,5,11,16,11,
ard-1,17,90,17,13,53,57,27,135,74,139,135,95,69,69,560,47,242,88,157,95,164,45,32,72,100
arf-1.2,187,76,226,121,674,105,259,337,204,349,137,183,141,601,295,612,522,1143,148,223,562,293,532,184,506
arf-3,144,212,216,129,1003,198,310,438,270,496,252,328,246,829,856,703,749,1128,302,294,836,220,383,314,597
arf-6,31,20,47,20,70,7,23,14,15,28,16,24,17,60,37,46,42,58,23,14,38,31,78,17,39
arg-1,2,0.2,0.7,0.1,0.1,0.2,0.2,0.1,0.3,0.3,0.1,0.5,0.1,,,,,,,,,,,,
ark-1,2,22,14,9,57,10,19,17,15,11,3,18,12,30,0.9,47,4,18,9,12,11,19,17,5,21
arl-1,3,32,8,5,65,9,13,38,29,40,28,27,25,72,68,57,63,70,36,30,39,31,21,42,48
arl-3,7,0.3,0.9,12,28,20,10,10,2,2,0.9,8,14,0.3,24,0.7,3,0.5,8,2,6,8,24,7,
arl-5,1,41,14,7,32,17,9,9,8,10,6,12,8,45,50,20,55,26,20,9,37,4,8,7,18
arf-1.1,0.6,1,3,0.1,3,0.4,1,3,3,1,0.6,0.3,0.7,0.1,0.4,2,0.9,0.1,4,3,45,0.5,,,
arl-7,0.1,3,3,1,2,0.8,1,1,1,0.8,2,0.2,4,0.2,0.2,0.9,3,0.1,4,51,0.2,,,,
arl-8,86,147,117,50,141,127,80,73,68,66,40,96,51,116,73,111,110,119,100,62,138,76,200,48,114
arl-6,0.7,2,14,3,2,4,0.7,0.2,0.3,3,19,9,15,8,8,0.3,3,3,4,0.6,2,12,,,
arr-1,38,10,24,20,46,10,23,17,18,10,4,15,18,43,44,40,45,41,7,18,41,13,34,10,40
aars-1,0.3,12,5,3,8,2,5,7,6,9,3,6,8,9,2,7,5,8,9,8,2,4,4,4,4
aars-2,15,124,33,14,48,99,39,73,46,78,34,146,52,36,14,46,58,32,76,79,108,26,67,33,82
art-1,38,51,74,21,131,56,62,207,72,219,110,137,74,156,68,109,150,157,149,83,128,58,46,104,102
arx-1,43,47,66,32,67,16,77,49,19,33,12,35,19,58,24,54,28,61,31,22,35,30,172,13,45
arx-2,44,111,131,30,84,49,164,68,47,59,21,58,41,85,65,73,70,95,70,53,62,53,105,37,64
arx-3,67,65,99,51,107,38,103,59,36,50,21,48,46,83,73,78,74,84,47,50,74,54,290,18,62
exos-4.2,1,47,8,4,7,61,4,8,16,11,9,45,17,13,66,7,47,18,25,27,47,5,11,12,48
arx-5,15,78,28,9,84,38,9,45,35,30,28,49,24,97,119,48,104,100,37,34,40,46,16,23,67
arx-6,45,77,82,35,128,15,68,60,43,69,31,68,40,148,366,89,158,190,70,52,70,68,77,46,79
arx-7,12,93,43,14,64,33,11,27,23,23,28,44,13,59,107,39,101,56,37,20,66,36,18,18,57
asb-1,7,422,40,11,37,123,9,28,37,69,46,140,45,33,75,33,142,33,177,47,265,16,21,75,82
asb-2,100,44,126,101,231,26,243,559,311,483,283,187,315,160,386,268,269,173,231,330,152,149,105,283,184
trip-4,24,23,26,14,15,13,23,18,15,16,12,31,23,20,59,10,28,25,20,17,32,12,94,9,38
asg-1,2,456,24,11,101,146,10,186,134,201,228,265,77,151,653,82,675,148,250,107,398,60,16,176,243
asg-2,18,45,49,42,197,43,53,438,224,452,393,167,141,168,192,212,216,142,229,169,135,132,9,285,173
asm-1,0.9,0.1,0.4,2,0.2,8,5,4,5,3,3,3,1,13,6,32,5,4,10,14,1,4,8,7,
asm-2,0.2,0.1,0.9,0.7,0.1,11,8,9,9,4,6,10,0.2,3,0.2,10,13,0.1,0.1,28,0.2,,,,
asm-3,0.3,1,2,9,2,6,4,19,0.2,0.2,0.1,0.1,11,0.2,0.1,0.5,24,0.1,,,,,,,
asp-1,106,36,198,183,127,34,1685,2183,238,2609,1620,2246,41,5,0.9,441,0.4,2,1283,250,18,18,8,2119,207
asp-2,4,9,23,13,51,7,147,366,16,593,231,259,5,6,0.1,86,0.2,1,360,58,3,3,1,516,31
asp-3,21,11,56,49,100,11,407,803,85,1042,424,726,31,9,0.1,168,0.3,2,658,102,7,9,1,943,75
asp-4,17,2,17,20,118,5,155,144,188,183,120,194,205,336,450,56,153,434,105,156,48,50,61,244,115
asp-5,27,15,73,81,48,8,2029,943,97,934,519,1178,24,2,0.3,148,0.3,0.9,386,75,3,6,6,1236,54
asp-6,131,28,117,402,25,15,4547,961,186,1323,500,1588,31,1,0.2,177,0.1,0.1,521,124,5,6,1,1085,70
atf-2,8,3,444,0.4,3,39,10,17,3,2,1,330,7,198,8,119,1,0.8,57,105,129,6,145,,
atf-5,25,5,38,29,229,2,126,149,106,119,58,41,72,129,35,181,33,104,52,65,24,42,75,120,78
atf-6,7,4,18,10,41,5,64,15,14,11,3,7,22,44,3,28,10,41,4,22,11,12,19,6,24
atf-7,73,65,91,113,94,44,314,65,74,65,20,77,61,123,42,114,62,179,50,80,70,51,120,35,99
atgp-1,94,4,90,77,254,3,128,60,37,38,18,15,35,202,9,189,8,74,13,41,31,184,93,30,106
atgp-2,19,3,18,25,78,6,42,26,30,23,5,7,16,27,1,58,4,15,7,19,10,14,21,7,23
atl-1,0.2,40,5,3,7,6,5,8,9,11,3,11,11,12,0.9,7,6,10,16,12,5,4,6,5,8
atm-1,0.1,21,2,1,9,11,5,4,4,4,1,12,3,7,0.6,9,6,8,7,3,12,1,8,2,15
atn-1,5,3,27,13,52,3,49,99,124,123,36,39,22,35,4,76,9,16,43,21,9,41,13,92,35
atp-2,273,1239,483,325,651,552,1152,1739,747,2038,654,1388,848,455,392,746,955,554,1261,882,1659,364,340,667,685
atp-3,253,173,502,249,258,144,403,496,290,458,317,325,347,226,624,231,577,257,361,291,456,129,612,245,305
atx-2,25,46,48,37,73,79,81,54,51,72,29,146,38,82,16,86,41,107,31,38,84,36,113,46,141
avr-14,12,0.4,11,11,13,0.4,13,10,14,5,2,0.8,11,5,0.4,18,0.8,3,2,14,1,5,2,4,5
avr-15,1,0.4,2,9,4,0.3,39,8,42,7,2,3,36,0.1,0.3,8,0.2,0.6,4,35,0.3,2,0.8,13,3
baf-1,17,349,109,23,118,158,26,172,72,145,93,194,58,265,1055,100,859,597,165,98,491,52,166,83,247
bag-1,8,70,26,14,28,53,4,28,19,41,33,60,21,49,65,24,103,64,66,23,75,20,48,45,118
bam-2,30,0.4,30,30,54,1,48,20,21,17,4,6,13,41,2,51,4,29,4,11,7,35,16,9,25
bar-1,0.4,1,17,4,21,0.1,18,18,15,13,4,3,13,17,0.7,18,0.5,8,5,18,1,2,2,7,6
bas-1,261,0.7,1,6,8,0.4,11,16,10,25,11,7,4,4,0.8,14,0.7,4,11,13,1,2,0.9,17,6
pah-1,65,4,23,45,45,0.3,150,70,49,77,25,39,43,29,11,64,3,24,53,56,4,3,3,94,27
bbs-1,0.1,3,14,5,2,2,0.5,0.3,0.1,3,7,0.2,10,0.3,2,0.1,3,1,4,6,1,4,,,
bbs-2,0.8,14,2,2,3,0.4,0.3,0.1,2,12,0.3,11,0.2,4,0.3,2,0.5,3,0.7,1,3,,,,
bbs-8,0.8,0.2,0.7,7,15,9,4,4,1,0.5,0.3,4,4,0.1,13,0.1,0.8,0.6,4,0.7,5,3,1,4,
bca-1,2,5,4,7,8,6,24,35,11,21,13,12,8,4,0.8,7,5,4,16,18,5,2,3,24,4
bcc-1,0.3,1,0.5,0.2,4,6,17,14,4,1,13,0.4,0.1,1,0.5,3,13,0.1,0.1,55,0.3,,,,
bec-1,9,37,49,17,31,7,16,19,49,17,17,25,48,41,26,25,35,39,24,36,25,20,40,27,36
ben-1,7,18,156,34,119,13,24,31,6,13,12,13,5,114,17,86,18,69,17,7,31,28,43,49,60
bir-1,119,153,98,50,129,47,40,35,28,24,12,66,30,163,535,71,389,302,61,41,172,45,260,25,103
bir-2,73,0.1,2,9,24,2,3,7,8,2,46,14,4,3,5,10,3,39,7,25,0.7,3,5,16,
bli-1,0.2,0.1,0.4,0.6,0.1,0.7,0.3,0.3,119,45,2,0.3,0.9,0.1,0.7,2,2,0.4,0.1,0.1,5,40,0.4,,
bli-2,0.9,0.6,0.3,0.1,0.2,0.4,180,212,4,0.4,0.2,0.4,0.3,0.5,1,5,0.2,0.6,0.1,4,115,0.8,,,
bli-3,0.1,0.7,2,1,22,1,10,16,24,14,6,5,8,17,0.7,33,2,14,5,6,4,4,4,55,12
bli-4,3,33,5,4,42,21,19,30,45,32,18,37,32,33,3,49,13,23,34,41,32,36,19,36,39
bli-5,0.3,0.1,0.3,4,7,6,7,0.7,0.9,0.5,2,0.3,0.3,2,0.3,0.3,0.2,0.5,6,0.4,,,,,
bli-6,3,0.2,0.1,0.1,0.8,169,1156,27,0.1,0.6,0.1,0.1,65,0.3,0.1,460,0.7,,,,,,,,
bmk-1,80,1,3,9,19,2,10,7,10,8,40,10,31,25,8,63,40,26,11,55,4,12,20,65,
bpl-1,7,14,7,9,6,3,15,7,11,8,4,8,11,6,2,7,2,7,10,11,2,3,2,8,5
