AT1G33780,11,15,4,
AT5G47680,21,20,46,
AT1G51200,74,111,27,
AT1G27720,0.2,0.4,0.6,
AT2G47450,218,218,208,
AT4G28260,15,39,41,
AT1G35780,8,7,6,
AT5G35750,8,12,8,
AT5G35753,3,4,3,
AT1G16870,18,13,16,
AT5G40480,11,11,13,
AT1G62360,2,2,1,
AT1G77260,15,12,20,
AT3G15940,13,9,13,
AT1G64405,0.8,0.4,1,
AT1G64400,10,7,4,
AT4G03320,1,1,0.2,
AT3G47640,7,15,3,
AT1G13990,18,21,24,
AT1G17470,49,47,41,
ATMG00690,8,0.5,3,
AT4G19230,2,0.9,2,
AT1G48300,162,352,278,
AT3G14010,14,20,15,
AT1G28120,21,25,13,
AT3G53260,50,65,18,
AT5G38050,5,3,5,
AT3G47390,9,10,12,
AT1G50300,9,10,16,
AT4G38220,46,30,11,
AT5G22050,12,23,14,
AT1G21760,13,17,12,
AT1G12640,16,14,5,
AT1G23890,3,6,4,
AT4G37560,5,8,5,
AT3G13240,4,7,0.1,
AT5G07030,48,26,26,
AT1G11592,2,7,1,
AT3G12110,27,9,8,
AT1G10640,7,16,5,
AT5G02710,19,18,41,
AT1G15030,20,33,10,
AT2G20310,5,5,4,
AT3G17090,23,26,28,
AT2G17380,27,28,28,
AT5G04710,20,23,18,
AT3G48160,2,2,2,
AT4G39170,16,20,22,
AT5G02270,16,6,16,
AT5G19310,6,7,11,
AT3G61780,10,9,39,
AT2G05840,34,37,24,
AT4G25840,9,8,8,
AT2G22810,2,0.3,0.7,
AT2G25840,27,26,43,
AT2G12400,10,7,10,
AT1G04170,59,45,31,
AT2G42170,6,10,65,
AT4G14147,3,6,6,
AT2G07785,0.8,0.1,0.1,
AT4G14140,0.3,0.4,0.1,
AT2G07787,0.5,0.1,0.5,
AT4G34030,22,38,34,
AT2G14120,15,18,15,
AT1G01520,0.5,0.2,2,
AT1G08290,0.9,0.3,0.5,
AT5G23010,189,149,50,
AT2G15830,6,4,6,
AT3G17630,0.9,0.9,1,
AT1G15690,337,250,108,
AT3G61870,178,111,236,
AT1G14340,8,9,6,
AT1G14345,117,61,64,
AT3G16320,2,2,1,
AT3G62780,0.5,0.3,0.9,
AT1G13690,16,19,32,
AT4G01410,7,6,3,
AT1G08125,11,11,14,
AT3G11670,21,25,12,
AT3G22235,30,2,0.7,
AT3G22231,95,2,120,
AT1G15960,5,5,1,
AT5G18040,6,6,3,
AT1G80610,4,4,3,
AT3G55370,2,3,1,
AT2G21540,7,7,10,
AT2G33385,0.4,0.4,0.5,
AT2G33380,20,6,12,
AT2G26000,2,4,6,
AT3G12800,78,51,174,
AT1G55260,74,43,46,
AT4G23870,1,24,9,
AT1G70230,12,7,9,
AT1G03960,5,6,5,
AT5G20540,4,5,4,
AT3G04850,1,2,2,
AT1G02380,2,1,2,
AT3G58600,12,14,33,
AT1G09450,1,3,2,
AT3G50470,2,1,3,
AT3G10180,2,2,3,
AT1G63520,0.7,0.5,0.5,
AT1G55880,4,6,4,
AT2G32260,18,20,37,
AT1G03380,6,17,6,
AT3G15000,65,56,113,
AT1G09980,10,13,7,
AT5G01670,4,6,4,
AT1G54130,27,41,34,
AT5G61160,0.8,0.6,0.3,
AT5G64600,3,7,4,
AT2G25060,33,41,13,
AT1G03030,10,12,9,
AT4G25020,2,0.7,0.3,
AT5G60150,2,2,2,
AT3G53920,23,30,30,
AT3G56730,0.6,0.7,0.4,
AT1G30630,73,48,86,
AT5G59150,8,10,10,
AT5G20890,55,60,111,
AT5G58280,0.6,0.6,1,
AT4G13280,0.4,0.4,0.2,
AT1G78150,27,41,72,
AT3G05890,7,3,0.9,
AT3G01570,1,0.8,2,
AT1G74860,3,5,9,
AT4G12480,6,84,0.6,
AT3G10230,38,50,40,
AT3G14750,4,6,6,
AT1G75400,6,12,7,
AT5G53160,28,47,36,
AT4G13750,2,2,1,
AT1G60770,16,12,47,
AT5G61830,7,9,19,
AT5G57887,24,16,1,
AT5G57880,1,3,0.8,
AT4G24770,539,386,1299,
AT2G33600,18,13,20,
AT2G38650,24,19,29,
AT2G24330,8,9,18,
AT2G26780,8,13,7,
AT2G29570,30,17,18,
AT4G30250,4,2,7,
AT5G15860,3,5,2,
AT5G64490,1,0.9,2,
AT1G01950,6,7,9,
AT2G26870,5,5,3,
AT2G41190,2,4,2,
AT3G19440,2,2,4,
AT4G36960,17,16,12,
AT4G23460,14,20,12,
AT2G40820,9,10,18,
AT1G68400,8,16,4,
AT3G07130,2,1,2,
AT1G72830,3,3,0.6,
AT3G60290,2,7,3,
AT2G37630,25,22,83,
AT4G23790,10,7,11,
AT5G63150,23,20,67,
AT2G39290,22,15,9,
AT1G23230,8,9,5,
AT3G43610,10,14,12,
AT2G47690,23,21,17,
AT1G47870,6,5,10,
AT2G19730,205,212,152,
AT2G35770,0.4,0.2,0.2,
AT3G07790,22,26,16,
AT2G04780,36,21,11,
AT1G32540,12,14,4,
AT1G56210,4,7,4,
AT5G39450,3,2,8,
AT4G20840,11,8,6,
AT2G41440,2,4,13,
AT5G56180,7,14,4,
AT3G05790,0.2,0.3,1,
AT1G63690,21,49,31,
AT2G40316,11,10,4,
AT3G60250,16,32,19,
AT2G48120,21,17,130,
AT2G48121,7,0.1,1,
AT3G07860,2,4,3,
AT2G03060,3,4,3,
AT5G67330,16,20,6,
AT1G69460,59,54,43,
AT1G78960,2,3,2,
AT1G77710,63,63,47,
AT5G55130,12,10,6,
AT1G71710,15,15,23,
AT1G48520,39,50,82,
AT1G64640,21,13,17,
AT1G55740,0.9,1,0.3,
AT5G61440,6,15,15,
AT1G65590,20,25,5,
AT2G46250,7,12,17,
AT1G45110,1,4,6,
AT4G37760,44,33,11,
AT3G01960,3,2,0.8,
AT3G05420,21,23,27,
AT1G31220,9,5,10,
AT5G44290,14,30,10,
AT3G59040,35,26,144,
AT2G05812,0.2,0.1,0.1,
AT5G45520,1,2,4,
AT1G30570,6,9,8,
AT3G20450,1,2,1,
AT2G39900,39,25,50,
AT2G43750,130,124,133,
AT5G52640,4,3,8,
AT2G37195,4,2,2,
AT3G21580,20,12,5,
AT2G37190,184,153,403,
AT5G04550,21,29,17,
AT3G27860,1,0.6,2,
AT3G27865,8,2,10,
AT5G19550,41,25,21,
AT5G54770,2872,1432,3026,
AT2G45750,0.6,0.9,3,
AT5G15410,56,38,30,
AT4G34230,14,17,8,
AT4G35180,0.3,0.1,0.2,
AT4G39400,23,55,28,
AT5G16850,0.2,0.2,0.3,
AT4G05330,6,11,10,
AT2G42400,8,14,8,
AT4G10130,3,5,10,
AT3G16120,2,2,2,
AT3G11470,5,5,5,
AT4G40010,0.5,0.7,0.5,
AT4G15560,193,316,155,
AT1G33080,2,4,0.7,
AT4G11660,3,4,3,
AT4G19410,76,69,25,
AT5G67560,29,30,33,
AT2G03880,0.3,0.4,0.9,
AT5G41520,94,180,119,
AT5G53200,4,0.7,1,
AT5G18680,15,24,5,
AT1G25280,10,18,7,
AT1G61450,2,5,8,
AT1G73820,12,11,19,
AT3G54040,1,1,0.2,
AT3G16690,4,7,1,
AT5G04080,12,9,21,
AT3G29290,15,16,17,
AT1G19910,56,87,16,
AT3G22740,11,5,4,
AT1G67856,1,0.6,0.1,
AT1G67850,4,5,3,
AT3G26050,3,2,4,
AT1G18060,96,75,70,
AT1G22880,3,5,4,
AT1G22882,10,7,23,
AT1G22885,15,17,5,
AT2G23540,1,0.8,0.3,
AT5G49950,9,11,9,
AT2G18100,0.3,0.8,2,
AT1G14890,11,18,4,
AT1G11240,9,8,30,
AT1G66100,306,158,4,
AT1G22770,24,23,12,
AT1G33330,15,11,12,
AT1G13320,25,31,26,
AT5G40720,2,3,3,
AT4G00370,52,49,28,
AT2G01905,0.3,0.5,0.1,
AT1G32060,1037,752,625,
AT3G46090,0.7,0.4,0.2,
AT1G74260,24,27,27,
AT4G18425,0.7,1,2,
AT2G47860,1,2,1,
AT3G24740,7,12,4,
AT4G03820,6,4,2,
AT5G01075,8,13,3,
AT5G06220,29,34,33,
AT3G27090,62,98,65,
AT3G15570,19,19,26,
AT1G27110,0.4,0.4,0.4,
AT5G47490,6,6,4,
AT5G65880,7,5,14,
AT2G21940,4,5,6,
AT1G51430,10,29,7,
AT5G43380,1,1,2,
AT5G21920,79,62,29,
AT3G50900,3,3,1,
AT4G17070,9,6,6,
AT1G57870,11,13,9,
AT1G13810,3,3,7,
AT4G12640,4,4,3,
AT2G03505,1,0.4,0.5,
AT2G03500,3,2,3,
AT3G13160,10,6,30,
AT1G07820,44,62,160,
AT4G27950,3,7,1,
AT1G11410,8,11,8,
AT5G38150,13,30,34,
AT1G79560,26,28,72,
AT3G14220,34,31,57,
AT5G62440,22,11,38,
AT5G02030,8,7,3,
AT5G03340,7,12,16,
AT5G03345,9,12,9,
AT4G10890,4,3,2,
AT5G08990,1,1,0.4,
AT1G18030,5,8,5,
AT4G37240,6,6,14,
AT3G58820,3,4,3,
AT5G57060,4,6,6,
AT5G42810,9,11,5,
AT3G53760,3,4,4,
AT2G24230,3,7,3,
AT3G48550,6,3,0.6,
AT1G21510,0.5,0.8,0.3,
AT4G15910,21,22,21,
AT1G60190,0.3,2,2,
AT2G16990,3,3,1,
AT2G43410,7,9,3,
AT5G36290,23,35,19,
AT2G17640,9,11,4,
AT3G02850,0.5,0.5,0.4,
AT3G19130,28,19,16,
AT1G04700,0.9,0.7,1,
AT3G62620,4,4,17,
AT5G08330,31,40,20,
AT5G08335,3,5,1,
AT1G08620,7,7,7,
AT1G51980,63,54,78,
AT1G60440,6,10,7,
AT2G22990,296,322,95,
AT2G28930,12,20,9,
AT1G75880,4,6,1,
AT1G14130,2,4,3,
AT5G23190,0.3,0.2,0.2,
AT1G43770,2,2,5,
AT5G27430,12,12,17,
AT1G56450,53,51,29,
AT3G49601,27,31,101,
AT3G49600,7,10,11,
AT1G02950,6,3,6,
AT1G05070,16,16,30,
AT4G15000,290,227,668,
AT4G22200,13,16,21,
AT3G59050,13,11,8,
AT3G51260,53,57,78,
AT5G67250,10,19,22,
ATCG00760,1073,10,1845,
AT3G03810,4,6,3,
AT1G54580,80,64,93,
AT4G27180,17,22,21,
AT5G24160,14,9,12,
AT5G24165,53,61,107,
AT1G49630,11,10,3,
AT1G59600,11,9,39,
AT1G18300,5,28,11,
AT1G55180,2,3,0.9,
AT5G05250,18,36,10,
AT5G61280,0.9,0.5,2,
AT2G31902,0.9,1,0.9,
AT2G31900,0.2,1,0.7,
AT2G26210,14,20,9,
AT2G26211,4,9,3,
AT1G02220,1,0.3,2,
AT4G29050,1,2,0.1,
AT3G05220,30,46,45,
AT1G31020,9,9,5,
AT5G45720,0.4,1,0.9,
AT3G47930,16,12,27,
AT4G22970,2,2,3,
AT3G54920,33,41,50,
AT3G58010,25,17,8,
AT1G31790,2,2,5,
AT4G26270,6,2,7,
AT1G68190,21,44,7,
AT3G10370,15,10,32,
AT1G06830,58,5,10,
AT5G50400,9,10,3,
AT2G25740,3,7,3,
AT3G19960,13,18,18,
AT5G58670,7,2,15,
AT5G13820,2,2,0.8,
AT3G15630,7,63,12,
AT1G71990,5,5,5,
AT2G35110,11,14,7,
AT5G21482,6,6,5,
AT4G29940,5,8,15,
AT4G25610,3,4,5,
AT2G32760,3,7,8,
AT2G32765,2,5,6,
AT3G05910,46,45,15,
AT4G21720,3,3,2,
AT2G30695,18,27,50,
AT5G27889,4,7,4,
AT2G28210,6,0.4,2,
AT5G58090,17,19,9,
AT5G26280,11,19,0.6,
AT5G52930,0.9,1,0.1,
AT3G18610,0.1,0.2,2,
AT1G02720,5,4,5,
ATMG01380,6,2,4,
AT3G02330,1,0.6,3,
AT1G73590,7,5,4,
AT5G14210,11,18,3,
AT1G47240,8,7,4,
AT2G33410,30,29,37,
AT2G38440,14,19,11,
AT5G56940,36,23,16,
AT1G55090,19,22,10,
AT4G31790,8,7,21,
AT2G39310,28,22,11,
AT1G77030,12,10,28,
AT4G32190,27,28,28,
AT5G11530,3,8,4,
AT1G36160,23,35,25,
AT1G22570,5,12,8,
AT2G41760,5,7,2,
AT4G31420,14,19,13,
AT4G00850,2,2,0.6,
AT2G18690,3,2,0.4,
AT5G57000,4,6,10,
AT5G52060,40,27,37,
AT1G68670,14,48,26,
AT5G54890,5,4,13,
AT1G05910,7,8,8,
AT1G72640,40,41,137,
AT1G72645,23,31,8,
AT2G44680,9,18,16,
AT1G12300,1,1,2,
AT3G04630,14,27,31,
AT1G62730,3,3,5,
AT3G09200,507,334,346,
AT4G09630,9,11,16,
AT1G77690,4,6,2,
AT1G76340,6,7,8,
AT2G37400,14,11,55,
AT5G14960,3,3,5,
AT4G08320,6,9,9,
AT4G33480,31,24,30,
AT1G77960,2,2,0.1,
AT1G29400,18,55,24,
AT4G33150,4,11,7,
AT2G19560,5,9,9,
AT2G35920,7,14,7,
AT2G46930,12,13,9,
AT2G29390,16,14,4,
AT1G67520,0.5,1,0.3,
AT4G22560,3,3,3,
AT1G08090,0.3,0.1,0.1,
AT2G47330,12,12,12,
AT1G11650,138,136,81,
AT1G27050,6,5,14,
AT3G60040,0.5,1,1,
AT5G13360,10,7,6,
AT4G07855,0.4,0.5,0.4,
AT1G65960,67,55,114,
AT1G71695,111,91,133,
AT1G71697,7,10,3,
AT1G71696,7,6,6,
AT2G04240,4,16,4,
AT5G53810,0.5,0.3,0.2,
AT1G64380,2,3,9,
AT1G64385,12,14,28,
AT2G02160,33,56,106,
AT3G19540,10,19,6,
AT5G03180,4,5,5,
AT5G47820,16,25,20,
AT4G34680,4,7,3,
AT5G55300,19,29,47,
AT2G42300,7,12,7,
AT1G02850,2,2,15,
AT1G71528,0.2,0.4,0.6,
AT4G37483,12,11,7,
AT4G37480,8,11,11,
AT1G34150,4,7,4,
AT1G65380,5,4,2,
AT4G39300,9,7,4,
AT4G10070,6,8,4,
AT3G55520,25,25,83,
AT1G20910,7,9,14,
AT1G65032,3,5,4,
AT1G16220,2,3,3,
AT2G21330,724,342,478,
AT1G10210,4,5,2,
AT1G21060,10,21,4,
AT1G21065,111,97,51,
AT1G60600,37,29,12,
AT1G08420,11,17,11,
AT5G09800,0.9,0.5,1,
AT5G09805,1,1,0.3,
AT3G17440,25,23,54,
AT3G16710,2,2,2,
AT5G04320,10,10,29,
AT5G40880,2,2,2,
AT5G16950,11,6,38,
AT3G11840,2,2,3,
AT1G19270,5,6,9,
AT5G15600,2,2,0.9,
AT5G18270,0.4,0.6,0.2,
AT5G11980,12,12,9,
AT3G48820,9,9,7,
AT5G14550,9,13,10,
AT4G15240,3,5,3,
AT4G15248,8,0.8,0.6,
AT4G19590,1,0.6,0.5,
AT2G20060,22,18,25,
AT2G15400,0.5,0.5,0.3,
AT1G53910,37,38,51,
AT1G25360,1,0.6,1,
AT1G03510,1,1,2,
AT5G25360,14,19,23,
AT1G33270,11,13,12,
AT2G19950,9,13,12,
AT3G63000,20,25,17,
AT4G15790,18,13,22,
AT4G01840,2,6,3,
AT1G67950,9,10,23,
AT5G18490,4,7,1,
AT5G41750,1,0.5,2,
AT5G49560,2,2,2,
AT1G14440,14,12,13,
AT5G46390,18,19,28,
AT1G79690,16,20,10,
AT3G22950,17,21,23,
AT1G12840,41,49,32,
AT1G12845,26,17,4,
AT3G26240,6,10,10,
AT2G27590,7,6,13,
AT2G22510,7,2,0.4,
AT1G17360,18,19,21,
AT5G60390,976,578,561,
AT3G49880,8,8,4,
AT1G28410,5,10,3,
AT5G02910,3,5,2,
AT4G16265,10,4,10,
AT4G16260,1,2,0.5,
AT1G80560,25,31,76,
AT4G26070,7,6,7,
AT2G27040,20,18,16,
AT3G15356,15,38,5,
AT3G50000,34,43,26,
AT5G42220,17,18,8,
AT4G17790,6,14,3,
AT1G03457,1,4,2,
AT4G12560,15,29,17,
AT2G24580,8,7,6,
AT1G51660,4,4,13,
AT3G47480,3,2,13,
AT4G24500,5,6,6,
AT5G40570,2,2,11,
AT5G65870,3,3,3,
AT1G23030,21,17,10,
AT3G15430,8,10,4,
AT3G27110,22,20,61,
AT3G10600,0.7,0.1,0.1,
AT5G59870,81,85,143,
AT3G46530,15,13,20,
AT3G13550,8,9,6,
AT1G53280,28,20,23,
AT4G12670,6,7,6,
AT5G65720,41,38,86,
AT1G01260,11,8,4,
AT2G34520,19,23,16,
AT1G07985,0.8,0.9,1,
AT1G07980,8,7,13,
AT1G57620,16,14,23,
AT5G39550,6,4,12,
AT1G32460,4,7,4,
AT5G26040,6,6,3,
AT3G06250,6,7,5,
AT5G67600,38,33,126,
AT5G62180,3,2,5,
AT3G61090,1,0.3,0.1,
AT2G25355,4,4,11,
AT2G25350,2,5,11,
AT1G69935,20,15,13,
AT1G77580,5,10,17,
AT1G74120,2,3,5,
AT5G22290,7,7,7,
AT5G38340,0.2,0.5,0.2,
AT3G12600,19,27,55,
AT5G37370,13,22,34,
AT3G17120,7,6,7,
AT1G15180,26,28,9,
AT2G31320,4,6,5,
AT3G57860,4,4,6,
AT3G61540,8,12,5,
AT3G44590,24,20,22,
AT3G16830,14,25,8,
AT2G25970,53,50,37,
ATCG00430,819,3,264,
AT2G41630,20,30,51,
AT1G27880,1,1,3,
AT1G04940,17,6,6,
AT3G55640,4,4,11,
AT3G55646,6,2,0.2,
AT4G36530,50,47,31,
AT4G26810,2,3,10,
AT5G66400,12,29,12,
AT3G18960,1,8,5,
AT1G08980,31,58,35,
AT3G49410,0.9,1,6,
AT3G62010,21,33,24,
AT1G04510,23,27,18,
AT5G57560,12,100,4,
AT5G57567,0.9,0.2,6,
AT5G57565,2,6,4,
AT2G40160,2,1,0.5,
AT3G03370,1,3,1,
AT5G05790,1,1,1,
AT1G48020,0.4,0.1,0.6,
AT5G52300,1,0.5,3,
AT1G09160,16,17,26,
AT2G32140,0.5,0.1,0.5,
AT1G15860,18,18,14,
AT5G59720,1,2,1,
AT4G08690,6,9,18,
AT5G27600,11,14,7,
AT1G48790,20,22,7,
AT5G63630,3,4,6,
AT3G46940,33,12,74,
AT1G59830,33,31,22,
AT4G29390,108,39,50,
AT1G09290,6,8,5,
AT4G23940,26,23,24,
AT5G56210,8,15,23,
AT5G61670,31,35,22,
AT3G18035,45,42,100,
AT4G27060,11,12,13,
AT4G22010,36,26,27,
AT5G20070,37,30,38,
AT3G51010,31,29,60,
AT3G04340,36,39,77,
AT5G64110,3,22,0.8,
AT5G48540,10,13,3,
AT5G48545,9,16,4,
AT3G50760,3,2,2,
AT1G76890,14,29,25,
AT5G55540,8,11,12,
AT1G74940,13,23,32,
AT1G06110,7,20,4,
AT3G59570,3,2,5,
AT5G20380,24,25,13,
AT3G57080,12,11,13,
AT3G21175,9,10,15,
AT5G48090,0.2,0.2,3,
AT1G09830,22,13,13,
AT3G04960,1,0.6,1,
AT5G59790,4,7,5,
AT4G32940,62,45,41,
AT5G45110,6,13,8,
AT4G04565,1,6,3,
AT5G20920,41,48,120,
AT3G56680,48,63,44,
AT1G24210,3,1,3,
AT1G68010,341,380,299,
ATMG00080,5,1,6,
AT3G58220,7,11,33,
AT2G40980,7,10,7,
AT1G30250,2,1,2,
AT4G08900,13,12,29,
AT4G30090,0.4,0.8,2,
AT1G71810,15,13,11,
AT1G13420,0.5,0.1,0.1,
AT1G43850,8,13,5,
AT5G50210,20,16,10,
AT1G75310,8,11,16,
AT1G07790,32,36,75,
AT5G53490,190,214,639,
AT5G57970,4,3,2,
AT2G38760,4,5,13,
AT4G39850,11,15,11,
AT2G30150,12,9,19,
AT2G28390,14,15,9,
AT4G30630,5,7,12,
AT1G61820,0.9,2,2,
AT5G49760,28,39,32,
AT1G33700,1,2,0.5,
AT2G45850,13,21,57,
AT3G07080,6,7,10,
AT5G15950,23,9,19,
AT2G41350,7,8,14,
AT2G44180,12,16,26,
AT3G07555,9,24,0.4,
AT3G24315,12,13,13,
AT3G07550,5,6,8,
AT1G17160,12,14,5,
AT5G11700,18,33,12,
AT2G18550,0.4,0.1,0.2,
AT4G32160,6,10,15,
AT2G47980,15,20,10,
AT5G10250,4,6,3,
AT4G36670,4,49,4,
AT5G17700,9,3,10,
AT5G40370,100,55,98,
AT5G18820,7,4,25,
AT1G67280,201,155,247,
AT1G49980,6,5,8,
AT1G64950,18,17,7,
AT1G66880,5,3,6,
AT4G23000,2,2,2,
AT2G40400,41,30,19,
AT2G03150,14,17,31,
AT1G62500,8,9,4,
AT1G67750,16,5,7,
AT1G16690,4,4,4,
AT1G12530,12,11,23,
AT1G26530,0.5,0.6,0.8,
AT4G37070,0.4,0.2,0.2,
AT2G02820,3,4,3,
AT1G31935,1,7,4,
AT1G31930,9,17,11,
AT1G76130,11,5,3,
AT5G63510,50,32,42,
AT2G35680,28,47,32,
AT5G01950,5,9,7,
AT3G09880,11,13,14,
AT4G02410,9,13,7,
AT3G20340,2,6,1,
AT1G16340,9,9,8,
AT3G25190,4,14,0.5,
AT3G23920,26,31,15,
AT3G60360,18,9,22,
AT5G13280,23,19,11,
AT5G02790,144,130,175,
AT4G13940,387,331,702,
AT1G50250,75,117,156,
AT4G37690,0.2,0.2,0.3,
AT2G20390,5,7,15,
AT5G44320,29,28,54,
AT1G64220,5,2,6,
AT5G41130,2,3,2,
AT2G17300,4,8,2,
AT2G01420,19,37,31,
AT5G13130,0.5,0.3,4,
AT5G29000,4,5,5,
AT4G19810,4,2,0.8,
AT1G10970,2,3,1,
AT5G37570,1,1,3,
AT3G52680,2,3,2,
AT3G61700,14,18,10,
AT2G43840,0.7,0.7,0.5,
AT2G22890,6,6,3,
AT4G26488,0.2,0.2,0.2,
AT3G21430,5,8,9,
AT3G26420,0.7,0.5,0.2,
AT5G48630,28,16,13,
AT2G07706,0.6,0.1,0.3,
AT5G38630,11,9,3,
AT2G07708,1,0.2,1,
AT5G04820,2,8,5,
AT5G19060,1,0.8,0.8,
AT5G03440,2,5,3,
AT1G20890,6,6,4,
AT4G38840,50,40,26,
AT3G55480,11,17,6,
AT2G21270,26,21,18,
AT1G10390,17,28,21,
AT5G42440,3,3,5,
AT1G10320,6,9,16,
AT2G13680,0.2,0.1,0.1,
AT5G16560,4,7,3,
AT5G23720,3,5,5,
AT2G40460,11,9,3,
AT1G80690,3,5,2,
AT5G24710,18,20,14,
AT5G28840,103,214,193,
AT1G18590,31,13,28,
AT4G18030,50,40,69,
ATCG01130,201,0.7,948,
AT3G27770,40,92,22,
AT2G45440,25,12,51,
AT1G08210,6,13,6,
AT1G05620,6,7,4,
AT5G23090,7,8,7,
AT5G46210,35,43,45,
AT3G16500,9,17,13,
AT4G10550,2,2,0.3,
AT5G19930,5,6,6,
AT4G22990,9,11,11,
AT3G25430,2,4,3,
AT3G49250,2,3,3,
AT3G29760,10,14,19,
AT4G00720,22,32,14,
AT3G23100,5,5,23,
AT5G25440,2,2,2,
AT4G15450,6,7,11,
AT5G01545,0.8,3,1,
AT4G27260,4,23,2,
AT2G20635,2,5,5,
AT2G20630,43,29,135,
AT5G60870,3,4,3,
AT1G52855,2,1,0.7,
AT1G55805,18,25,42,
AT2G25570,7,5,17,
AT3G15080,10,5,10,
AT5G25190,4,26,8,
AT5G47160,0.4,0.9,1,
AT3G22850,18,12,6,
AT3G50210,8,10,4,
AT3G57240,1,0.1,3,
AT3G01060,56,61,44,
AT3G24450,3,2,3,
AT3G49920,2,3,2,
AT5G06530,13,17,3,
AT5G02890,16,12,14,
AT5G34940,4,3,3,
AT2G27360,10,6,6,
AT3G47560,19,28,26,
AT3G18480,13,17,24,
AT5G65080,1,0.8,1,
AT4G28350,2,1,2,
AT5G64680,9,10,19,
AT4G26600,9,6,23,
AT5G64687,0.3,0.4,0.2,
AT5G26360,60,65,101,
AT2G33680,0.9,1,4,
AT3G06590,8,7,9,
AT3G56110,17,12,9,
AT2G26700,2,2,0.8,
AT1G54290,14,13,10,
AT5G62680,19,17,17,
AT3G13450,12,38,14,
AT1G75150,4,2,14,
AT5G58200,26,48,54,
AT1G70300,2,10,0.6,
AT1G23200,0.7,2,0.5,
AT4G13200,52,57,86,
AT1G73655,160,106,242,
AT1G74680,6,9,16,
AT1G73650,18,26,20,
AT3G06040,22,19,54,
AT3G10810,11,15,2,
AT2G30790,9,8,1,
AT1G53070,3,3,11,
AT2G34480,427,278,542,
AT1G57980,4,14,3,
AT5G03850,130,98,140,
AT5G07370,16,20,8,
AT5G62020,1,8,2,
AT2G28620,6,8,17,
AT4G31120,13,13,10,
AT2G43280,8,8,21,
AT3G45230,18,10,11,
AT5G27100,1,1,0.6,
AT3G59350,4,10,11,
AT1G56165,0.6,0.4,0.4,
AT2G25720,10,7,57,
AT5G58970,9,6,3,
AT2G41110,14,23,26,
AT3G02740,10,16,5,
AT1G74350,1,1,2,
AT4G10960,2,2,1,
AT3G07715,5,8,9,
AT1G05540,3,2,3,
AT1G01040,11,10,6,
AT1G72210,2,0.5,3,
AT1G01046,0.5,4,2,
AT4G22730,2,3,2,
AT2G04700,86,104,70,
AT1G69750,2,4,8,
AT1G56290,5,5,13,
AT1G78476,3,1,0.2,
AT4G36470,4,4,7,
AT5G10010,28,23,55,
AT1G48610,12,10,14,
AT5G24450,17,23,22,
AT5G40730,4,1,0.4,
AT3G60340,22,44,15,
AT1G44910,14,14,30,
AT5G60460,3,4,2,
AT2G40640,3,5,3,
AT2G47610,242,223,229,
AT4G24290,15,21,13,
AT1G01700,0.6,1,1,
AT2G46560,10,14,5,
AT3G09650,20,9,31,
AT5G63840,29,32,42,
AT4G22190,19,39,16,
AT2G36240,14,15,45,
AT3G54180,3,5,7,
AT4G29740,3,2,3,
AT3G05710,8,12,18,
AT1G63610,37,29,103,
AT4G03120,14,11,4,
AT3G56960,2,2,3,
AT2G40390,3,1,2,
AT5G20225,1,0.7,0.5,
AT1G06090,0.8,0.8,0.1,
AT5G20220,6,6,2,
AT3G51600,241,227,86,
AT3G54230,12,17,11,
AT3G20100,6,9,4,
AT4G32570,29,49,12,
AT5G48970,6,8,7,
AT5G52530,13,21,34,
AT1G09310,1039,451,2088,
AT1G76440,5,7,3,
AT2G39980,3,10,3,
AT2G37110,32,43,47,
AT5G13730,25,31,48,
AT1G30860,0.8,0.7,0.9,
AT4G28830,6,9,7,
AT3G59430,2,2,1,
AT5G45830,0.8,4,0.4,
AT5G21170,12,54,5,
AT4G05000,9,8,4,
AT3G57760,0.8,3,2,
AT1G27970,56,40,18,
AT4G33220,30,30,24,
AT3G26990,7,7,3,
AT1G31050,0.3,0.3,0.2,
AT2G05895,3,2,0.5,
AT4G02380,6,176,110,
AT5G59610,4,4,24,
AT5G54260,2,5,6,
AT1G07050,7,1,204,
AT1G62981,0.5,1,0.6,
AT1G34580,1,1,0.5,
AT5G51370,1,3,6,
AT5G16760,24,24,16,
AT5G15230,155,169,64,
AT5G53280,16,9,11,
AT5G18600,101,53,47,
AT1G36980,65,51,14,
AT5G26770,3,6,8,
AT1G34630,5,7,2,
AT5G14720,28,41,28,
AT4G35100,304,353,96,
AT1G24400,3,6,0.9,
AT5G50390,2,4,6,
AT5G11000,6,9,27,
AT5G49480,38,38,23,
AT1G61980,5,4,5,
AT5G52882,24,20,18,
AT5G52880,8,9,31,
AT4G01650,8,6,11,
AT5G50020,12,12,20,
AT4G00520,8,7,1,
AT5G46760,19,22,42,
AT2G18180,0.3,0.1,0.7,
AT1G14810,75,40,85,
AT5G14180,0.7,3,0.1,
AT5G42070,71,54,31,
AT2G35530,6,9,24,
AT1G19990,12,9,28,
AT2G39400,8,26,5,
AT3G46010,124,96,88,
AT5G39600,17,13,29,
AT5G10350,21,13,38,
AT3G27360,20,23,47,
AT3G61760,0.6,0.8,0.8,
AT4G35810,2,4,2,
AT2G41250,22,44,4,
AT1G25460,0.6,0.5,0.3,
AT2G22270,4,7,10,
AT4G17340,46,44,12,
AT3G08240,1,2,1,
AT1G27190,16,26,23,
AT4G09830,52,40,19,
