AT1G51600,6,9,7,
AT5G65700,14,30,17,
AT4G28230,5,6,15,
AT4G21580,12,27,23,
AT4G24560,7,11,9,
AT4G12580,1,0.8,3,
AT5G40550,4,6,8,
AT4G26582,0.1,0.3,0.2,
AT5G28490,4,4,0.6,
AT3G56070,20,21,59,
AT5G59850,213,112,115,
AT4G24690,43,76,66,
AT3G17850,14,25,11,
AT1G75670,2,4,9,
AT4G13180,7,21,4,
AT3G46510,23,23,37,
AT3G13570,22,24,40,
AT1G11880,3,4,1,
AT2G30470,9,13,11,
AT2G20860,74,51,38,
AT1G53110,3,3,16,
AT5G64430,8,13,10,
AT1G57600,6,5,4,
AT1G31410,14,13,30,
AT1G20580,55,39,98,
AT4G25770,11,13,7,
AT2G17120,20,15,11,
AT1G79350,10,15,16,
AT3G12620,12,13,11,
AT1G74100,50,27,54,
AT3G19630,13,14,12,
AT1G73730,8,9,12,
AT1G20050,34,34,11,
AT5G38360,9,14,5,
AT3G18940,15,13,20,
AT5G51910,4,4,3,
AT5G37350,12,12,11,
AT3G61520,1,1,3,
ATCG01080,21,0.8,15,
AT3G02445,8,4,5,
AT1G04390,4,5,2,
AT1G52640,0.8,0.5,3,
AT3G16810,16,10,28,
AT1G65290,84,91,149,
AT5G47060,11,7,34,
AT5G23340,7,17,6,
AT1G15430,3,4,2,
AT1G78750,0.8,0.3,0.7,
AT3G44820,3,5,6,
AT4G26870,32,32,4,
AT4G36515,10,9,13,
AT5G66420,16,14,24,
AT3G45190,19,24,23,
AT3G49470,96,63,400,
AT4G30825,14,11,31,
AT5G63610,10,14,5,
AT4G30820,3,4,6,
AT5G24570,26,14,6,
AT1G55510,10,14,10,
AT2G40140,7,25,22,
AT3G07670,25,28,29,
AT3G03310,3,9,7,
AT3G09180,8,12,3,
AT1G05440,3,2,4,
AT3G51030,4,4,4,
AT3G54000,0.6,2,1,
AT1G49790,0.5,0.5,0.5,
AT5G52320,8,1,13,
AT1G09140,20,31,9,
AT1G76610,2,2,0.3,
AT2G32160,9,1,25,
AT2G30990,7,13,9,
AT5G17240,3,3,2,
AT2G01750,4,4,10,
AT1G63360,12,12,2,
AT5G20050,8,14,15,
AT2G46420,10,8,6,
AT4G27040,12,21,8,
AT5G64130,66,70,36,
AT4G31880,17,23,29,
AT2G37070,0.4,0.7,0.5,
AT4G33030,55,58,46,
AT1G74920,52,62,62,
AT1G54390,12,12,7,
AT1G06130,15,18,11,
AT3G59550,2,2,5,
AT1G71340,6,14,6,
AT4G05180,1328,1944,2373,
AT5G58790,2,5,5,
AT5G21010,9,10,6,
AT3G57060,3,5,8,
AT3G01202,0.5,0.5,1,
AT3G57062,15,8,5,
AT3G01200,5,5,5,
AT3G18217,16,8,12,
AT5G12360,1,2,2,
AT1G68070,10,13,19,
AT1G30230,198,281,120,
AT1G47655,1,2,1,
AT1G71830,4,4,6,
AT2G40960,17,10,12,
AT3G56330,10,5,41,
AT3G09850,18,24,29,
AT1G24580,2,2,0.4,
AT4G08920,48,127,52,
AT5G39950,76,41,56,
AT5G50230,7,10,15,
AT1G75330,56,47,25,
AT1G07770,141,145,183,
AT1G75335,3,4,13,
AT5G57950,7,10,11,
AT1G73470,20,22,7,
AT5G12980,11,9,5,
AT2G35320,11,12,12,
AT5G15350,76,60,18,
AT5G14000,0.2,1,0.1,
AT2G04400,25,23,66,
AT2G28000,342,247,448,
AT4G31300,96,51,56,
AT5G49700,0.9,4,0.1,
AT1G61800,3,0.2,1,
AT5G10270,7,8,7,
AT5G35080,13,13,9,
AT5G47620,17,19,34,
AT2G45870,0.8,2,0.5,
AT5G43530,0.1,0.1,0.7,
AT2G36670,4,6,3,
AT5G15970,64,66,42,
AT4G00460,1,1,1,
AT2G41370,6,5,4,
AT3G02160,1,2,2,
AT1G17140,22,40,96,
AT1G17145,7,18,18,
AT1G17147,1,6,6,
AT3G07530,1,2,3,
AT1G28670,25,19,2,
AT5G43280,16,12,22,
AT5G45310,0.5,4,2,
AT1G16810,74,63,189,
AT1G62380,226,405,192,
AT4G32140,9,8,8,
AT2G18570,4,4,3,
AT4G36650,6,7,5,
AT3G47620,27,39,17,
AT1G17490,17,12,30,
AT1G32490,15,19,29,
AT5G40390,6,9,3,
AT5G18800,57,41,36,
AT1G35720,102,103,129,
AT1G64970,18,11,12,
AT2G40420,6,19,2,
AT2G16380,11,14,6,
AT3G09070,5,4,8,
AT2G02800,19,18,34,
AT1G23740,97,88,28,
AT3G15920,4,5,8,
AT1G31910,25,29,32,
AT4G03340,0.6,0.7,0.2,
AT1G76150,17,22,10,
AT4G19830,24,17,6,
AT1G10910,20,25,21,
AT4G02430,5,11,2,
AT3G23940,77,36,174,
AT5G64030,28,22,56,
AT5G02770,49,75,63,
AT3G52155,22,19,6,
AT3G52150,209,278,314,
AT2G01440,8,12,8,
AT5G41110,3,5,2,
AT2G17320,11,20,15,
AT5G13110,11,10,10,
AT5G16540,16,24,9,
AT5G37590,3,5,12,
AT1G17040,3,4,3,
AT3G13800,5,7,8,
AT3G17380,4,3,2,
AT3G03770,17,10,7,
AT5G03790,2,0.5,1,
AT4G34090,25,18,59,
ATCG00200,28,1,9,
AT1G11350,12,16,12,
AT2G42110,3,4,10,
AT5G38610,3,3,3,
AT3G03776,2,0.2,0.1,
AT3G61898,2,5,2,
AT1G60810,14,16,18,
AT3G61890,8,24,11,
AT3G17650,19,32,20,
AT5G18390,4,4,7,
AT5G03420,21,27,28,
AT1G14320,271,345,221,
AT2G27600,51,61,27,
AT2G21290,34,27,132,
AT1G62422,4,6,1,
AT3G48100,6,6,15,
AT3G28030,4,5,5,
AT5G23740,206,145,106,
AT1G15980,158,138,219,
AT5G24770,192,7,24,
AT5G15010,3,2,9,
AT5G18020,22,7,0.6,
AT5G40140,2,3,5,
AT4G18050,2,2,0.7,
AT4G35320,18,8,4,
AT2G13370,10,14,22,
AT2G45460,3,4,8,
AT1G05600,3,6,3,
AT2G15230,10,13,4,
AT1G02050,3,4,5,
AT1G14580,14,19,6,
AT5G46230,5,1,4,
AT3G16520,86,79,17,
AT3G12860,4,2,6,
AT4G24880,4,4,2,
AT1G66410,62,49,175,
AT1G08180,4,4,12,
AT5G58140,38,51,30,
AT3G63490,352,415,253,
AT4G00700,0.4,0.4,0.1,
AT4G15470,74,72,31,
AT1G13580,3,5,3,
AT4G15475,8,14,6,
AT2G20650,3,3,2,
AT4G27280,4,47,2,
AT2G25510,1110,30,98,
AT1G52870,62,80,65,
AT5G60850,10,29,6,
AT2G22720,16,29,23,
AT1G54150,8,9,6,
AT3G01040,9,8,8,
AT4G26620,10,11,12,
AT3G57260,9,0.5,21,
AT1G03090,13,6,45,
AT5G05680,6,6,3,
AT3G53940,2,2,6,
AT3G18350,4,6,3,
AT3G10160,22,24,17,
AT3G01590,12,14,37,
AT5G07680,0.2,0.9,0.1,
AT4G28370,6,8,3,
AT1G74800,5,6,10,
AT3G47540,5,2,3,
AT2G33150,78,108,63,
AT3G10290,2,2,0.4,
AT1G80350,12,13,17,
AT5G07350,34,37,41,
AT5G65575,2,4,1,
AT2G24390,9,6,9,
AT2G24395,22,18,20,
AT1G54840,1,1,1,
AT4G12790,24,31,18,
AT4G24710,2,2,2,
AT2G29510,12,23,11,
AT4G13220,36,39,31,
AT1G07570,5,12,3,
AT1G70320,19,37,34,
AT1G23260,22,24,32,
AT4G14790,4,4,4,
AT1G73670,13,17,6,
AT3G06060,16,15,9,
AT2G26890,12,19,6,
AT5G64480,15,11,58,
AT1G01930,5,5,8,
AT1G70490,71,87,110,
AT1G04217,5,4,1,
AT1G04210,11,20,13,
AT4G14240,21,11,54,
AT4G31140,6,9,5,
AT2G34310,19,20,38,
AT2G39140,37,27,59,
AT2G31790,55,31,65,
AT3G44160,14,11,10,
AT2G37650,2,4,5,
AT3G60286,0.8,2,0.3,
AT3G48660,4,2,2,
AT1G56140,4,8,4,
AT5G63130,2,2,0.3,
AT1G56145,2,4,5,
AT2G41170,3,6,3,
AT3G43670,11,11,18,
AT3G02760,23,23,64,
AT3G07730,1,3,9,
AT3G45780,73,167,84,
AT3G08500,0.4,0.7,0.4,
AT3G08505,7,6,8,
AT1G01060,1,16,3,
AT1G72230,2,3,0.5,
AT4G22710,0.8,0.2,0.1,
AT3G04420,0.2,0.5,0.4,
AT1G69730,9,6,7,
AT4G09420,3,2,1,
AT1G01448,2,2,5,
AT1G78490,12,9,11,
AT5G10070,8,12,40,
AT1G25390,6,7,4,
AT3G07880,30,50,40,
AT5G63790,13,45,22,
AT1G77770,8,9,10,
AT5G67320,23,27,42,
AT5G60440,1,0.2,0.1,
AT1G55490,417,277,1226,
AT2G47630,15,10,12,
AT1G48580,1,1,3,
AT5G61790,109,60,293,
AT2G46580,15,17,10,
AT3G09670,5,6,8,
AT3G04285,2,0.5,0.1,
AT1G63670,5,9,15,
AT1G75950,121,149,76,
AT3G56900,8,6,6,
AT2G47180,12,6,0.9,
AT4G03100,10,10,18,
AT5G20240,1,0.3,0.4,
AT3G54210,776,448,435,
AT1G49180,6,12,2,
AT4G32551,21,23,17,
AT5G52510,10,11,7,
AT3G05480,2,1,0.9,
AT1G31280,4,4,5,
AT4G08480,5,8,5,
AT1G09330,20,15,24,
AT1G76420,0.5,0.4,0.2,
AT5G54200,3,9,7,
AT2G36880,140,87,77,
AT2G36885,54,6,24,
AT1G49230,10,3,11,
AT1G17270,2,2,2,
AT2G39960,34,33,59,
AT2G37130,6,30,4,
AT5G44180,10,15,18,
AT4G31920,9,8,6,
AT5G13750,5,5,3,
AT5G45850,2,1,1,
AT1G54450,2,1,3,
AT1G30880,40,42,32,
AT5G48370,7,6,4,
AT5G44450,13,14,16,
AT4G09990,0.6,0.8,0.7,
AT4G33200,9,15,9,
AT4G34250,13,19,7,
AT3G21690,28,39,20,
AT1G27950,212,120,33,
AT4G04950,21,18,21,
AT4G04955,11,12,4,
AT5G43860,2,1,0.6,
AT1G06730,10,7,19,
AT4G05390,11,9,19,
AT3G18060,39,37,26,
AT5G04530,19,24,30,
AT5G51350,3,3,4,
AT5G12080,7,6,21,
AT5G18620,15,14,24,
AT1G47750,8,8,21,
AT1G73880,2,3,2,
AT1G73885,357,423,166,
AT3G28540,7,3,9,
AT5G14700,5,3,7,
AT5G67510,55,29,61,
AT4G39460,38,40,18,
AT2G38370,3,5,22,
AT3G54050,486,405,358,
AT5G11060,29,22,57,
AT1G26330,2,1,1,
AT5G36950,8,7,9,
AT4G04040,44,66,60,
AT1G33060,7,9,7,
AT3G11410,20,23,54,
AT4G40070,0.9,1,1,
AT5G50000,27,42,30,
AT4G01670,3,3,14,
ATMG00520,3,0.4,0.8,
AT1G25440,127,137,452,
AT1G14870,1,4,0.4,
AT5G49930,8,10,17,
AT5G46740,4,5,3,
AT1G22790,12,10,27,
AT5G42050,41,56,109,
AT1G66160,3,7,7,
AT2G35510,14,20,21,
AT3G05020,30,34,21,
AT1G33390,4,4,10,
AT2G39420,8,3,4,
AT3G46030,76,102,100,
AT3G23450,39,31,36,
AT4G18440,109,27,119,
AT3G27340,18,19,12,
AT5G01015,15,7,7,
AT3G12370,15,10,14,
AT5G01010,37,35,35,
AT1G74270,185,67,58,
AT3G19580,1,5,0.4,
AT3G46780,621,522,511,
AT1G29910,2977,7910,2386,
AT2G22250,12,8,5,
AT3G60880,15,12,14,
AT1G33930,1,3,7,
AT1G27170,0.7,0.8,0.7,
AT1G62260,1,2,3,
AT5G40740,5,10,4,
AT5G65890,8,9,16,
AT1G11960,3,3,4,
AT3G50960,6,5,8,
AT3G15880,18,23,7,
AT1G17750,0.8,0.5,0.6,
AT3G24100,49,31,66,
AT5G59430,12,22,15,
AT3G60770,188,157,125,
AT3G47780,2,0.9,0.6,
AT3G25855,3,0.8,1,
AT5G06240,6,7,4,
AT5G07110,9,3,0.8,
AT1G28350,12,10,17,
AT5G02095,32,8,5,
AT5G02090,2,3,0.2,
AT1G23460,7,7,4,
AT4G37190,7,8,12,
AT3G53430,181,130,763,
AT1G12700,1,2,2,
AT4G37225,1,0.8,0.1,
AT3G13100,0.7,0.5,0.6,
AT3G12270,9,7,15,
AT1G04053,1,0.8,0.2,
AT1G04050,1,1,1,
AT5G42870,7,16,10,
AT1G10700,10,16,5,
AT5G02630,3,4,3,
AT5G03320,8,11,8,
AT5G38865,5,14,10,
AT5G38860,3,9,8,
AT5G04670,4,6,9,
AT5G27360,12,14,4,
AT5G19230,2,16,2,
AT1G08680,14,17,4,
AT1G15280,24,30,34,
AT2G17510,12,16,9,
AT4G14000,5,9,4,
AT4G34750,6,5,12,
AT4G38470,17,47,15,
AT3G48310,17,17,12,
AT5G66850,12,14,10,
AT5G56750,10,20,17,
AT1G53400,23,41,20,
AT3G52470,19,14,14,
AT2G15910,9,8,8,
AT5G07800,3,3,2,
AT5G36230,51,74,67,
AT2G33835,4,4,2,
AT2G42700,5,8,6,
AT4G11560,17,18,35,
AT5G23280,18,20,11,
AT3G63510,19,15,22,
AT1G05010,87,203,168,
AT3G22190,10,14,13,
AT5G09400,9,12,5,
AT3G55290,3,1,0.8,
AT1G61770,37,18,52,
AT5G05180,8,8,33,
AT2G23390,41,33,62,
AT2G26140,45,39,38,
AT3G22440,67,131,77,
AT5G24105,6,2,15,
AT4G14910,23,16,25,
AT1G18360,31,25,15,
AT1G55120,4,3,4,
AT3G55120,27,7,38,
AT2G15000,14,8,19,
AT4G16510,5,3,3,
AT2G31960,16,24,13,
AT1G66200,165,193,78,
AT4G27745,3,10,16,
AT4G27740,14,18,18,
AT3G54980,3,2,4,
AT3G23710,7,9,10,
AT2G25490,16,23,11,
AT1G09645,13,17,11,
AT5G25270,20,31,11,
AT1G09640,128,102,60,
AT5G05230,10,14,10,
AT5G61220,10,9,15,
AT5G01750,148,134,94,
AT5G06760,2,0.4,0.9,
AT3G57180,14,11,37,
AT3G15690,28,33,19,
AT2G32430,4,3,5,
AT1G03110,7,7,11,
AT1G51110,109,102,78,
AT3G47990,8,16,4,
AT5G20730,9,14,5,
AT4G35420,5,5,4,
AT3G01650,8,7,3,
AT4G25670,22,28,39,
AT4G21740,8,5,2,
AT3G56580,10,16,9,
AT3G06920,3,2,5,
AT3G10310,3,5,4,
AT1G06890,20,22,22,
AT4G13070,3,3,4,
AT1G70510,0.8,0.7,0.4,
AT3G52800,18,39,6,
AT1G70518,6,7,6,
AT5G53060,5,5,7,
AT2G38170,69,92,18,
AT3G18670,0.3,0.4,0.1,
AT5G61910,4,5,1,
AT3G14120,7,9,8,
AT5G11260,5,4,11,
AT2G36400,6,28,6,
AT3G02350,17,20,32,
AT1G02730,17,24,22,
AT5G26190,0.4,0.3,0.4,
AT5G59960,13,22,6,
AT4G24100,5,7,5,
AT2G33470,24,33,17,
AT1G07230,13,19,9,
AT5G27820,19,11,17,
AT2G26910,33,48,19,
AT3G42860,2,1,2,
AT2G29720,3,3,0.8,
AT1G36180,1,2,4,
AT2G18328,78,13,48,
AT3G44330,20,30,30,
AT4G36860,9,14,14,
AT3G19780,3,6,3,
AT1G68340,2,2,6,
AT5G66330,1,4,3,
AT2G30580,3,5,4,
AT3G56860,24,35,41,
AT4G00830,24,27,42,
AT5G24840,11,10,14,
AT3G19250,2,0.7,0.2,
AT1G73350,10,15,41,
AT5G54870,30,18,20,
AT2G32980,10,12,9,
AT1G68690,1,2,0.8,
AT1G05970,3,6,3,
AT4G36280,2,1,4,
AT4G33420,1,6,0.3,
AT1G76320,5,8,4,
AT2G35450,17,19,12,
AT3G45060,0.8,0.2,0.8,
AT1G48280,3,4,5,
AT4G31480,32,34,28,
AT1G71865,11,9,10,
AT1G56330,133,88,46,
AT2G41700,6,11,3,
AT2G41705,5,9,3,
AT4G36130,115,69,77,
AT4G29680,12,10,14,
AT2G19580,1,2,0.9,
AT2G40070,10,13,11,
AT3G07960,1,0.7,2,
AT3G08710,10,12,3,
AT2G46950,0.6,0.2,0.3,
